date,Ambagiorgis Sch,Aymba,Chewahit,Gondar A.P.,Maksegnit,Shembekit
29/03/2011,0,0,0,0,0,0
30/03/2011,0,0,0,0,0,0
31/03/2011,0,0,0,0,0,0
01/04/2011,0,0,,0,0,0
02/04/2011,0,0,,0,0,0
03/04/2011,0,0,,0,0,0
04/04/2011,0,0,,0,0,0
05/04/2011,0,0,,0,0,0
06/04/2011,0,0,,0,0,0
07/04/2011,0,0,,0,0,0
08/04/2011,0,0,,0,0,0
09/04/2011,0,0,,0,0,0
10/04/2011,0,0,,0,0,0
11/04/2011,0,0,,0,0,0
12/04/2011,0,0,,0,1.8,0
13/04/2011,6.9,0,,1.1,0,0
14/04/2011,0,0,,0,0,0
15/04/2011,0,0,,2.7,0,0
16/04/2011,0,0,,0,0,0
17/04/2011,0,0,,0,0,0
18/04/2011,0,0,,0,0,0
19/04/2011,10.8,0,,5,0.7,0
20/04/2011,0,0,,0,0,0
21/04/2011,0,0,,13.5,9.8,8.6
22/04/2011,0,0,,0,2.5,0.8
23/04/2011,0,0,,1.5,0,0
24/04/2011,0,0,,0,0,0
25/04/2011,0,0,,0,0,0
26/04/2011,0,0,,0,0,0
27/04/2011,0,0,,0,0,0
28/04/2011,0,0,,0,0,0
29/04/2011,0,0,,0,10.6,0
30/04/2011,0,0,,0,0,0
01/05/2011,0,0,0,0,0,0
02/05/2011,0,0,0,0,0,0
03/05/2011,0,0,0,0,0,0
04/05/2011,0,0,0,0,0,0
05/05/2011,0,0,0,0,0,0
06/05/2011,0,0,0,0,0,0
07/05/2011,0,0,0,0,0,0
08/05/2011,0,0,2.5,0,0,6.5
09/05/2011,0,0,3.6,0,0,4.5
10/05/2011,0,0,26.3,20.4,7.5,30.7
11/05/2011,0,0,0.5,0,0,0
12/05/2011,0,0,0,0,0,0
13/05/2011,0,0,0,1.7,0,3.7
14/05/2011,0,0,7.6,0,0,3.3
15/05/2011,1.4,0,3,34.2,48.5,2.3
16/05/2011,3.5,0,7.1,0,3.3,4.2
17/05/2011,7.8,0,0,0,0,5.4
18/05/2011,0,0,0,0,0,2.1
19/05/2011,3.4,0,22,19.4,15,0
20/05/2011,15,0,0.6,0,0,0
21/05/2011,7.3,0,0,0,0,0
22/05/2011,0,0,0,9.2,5,4.2
23/05/2011,10.1,0,0,0.1,0,2.4
24/05/2011,18,0,4.6,3.6,13,0
25/05/2011,0,0,7.2,3.2,0.3,3.7
26/05/2011,6.1,0,4.6,0,0,0
27/05/2011,4.8,0,22.6,0,2.5,17.2
28/05/2011,9.3,0,0.2,1.9,17.3,2.4
29/05/2011,11,0,2,0.2,10.8,2.4
30/05/2011,17.6,0,4.1,10.8,0,0
31/05/2011,10.4,0,4.5,0,0,0
01/06/2011,11.5,0,0.6,0,0.8,3.5
02/06/2011,8.2,0,10.3,4.6,7,0
03/06/2011,3.5,0,0.9,0.4,0,0
04/06/2011,7.1,0,16.7,0,14.5,44.7
05/06/2011,0,0,0.3,0.5,0,0
06/06/2011,0,0,1.9,0,0,0
07/06/2011,0,0,0,2.4,2,21.4
08/06/2011,0,0,0,0,0,0
09/06/2011,1.3,0,0.3,0,7.7,0
10/06/2011,0,16.2,0.3,0,0,0
11/06/2011,15.6,10.2,5.1,15.8,47,0
12/06/2011,50.2,0,10.2,13,6.6,24.6
13/06/2011,40.3,2.3,11.2,0.5,0.2,13.8
14/06/2011,47,0,0,3.1,3.2,0
15/06/2011,9.6,0,3.3,0,2.4,0
16/06/2011,4.2,0,0.2,0.3,0,0
17/06/2011,0,0,11.5,0,4,0
18/06/2011,0,0,0,0,0,0
19/06/2011,0,0,31.1,3.4,1.6,0
20/06/2011,0,0,0,0,9.2,0
21/06/2011,0,0,6,4.2,4.8,0
22/06/2011,0,5.2,5.5,0.4,1,0
23/06/2011,0,0,4.1,88.1,14.8,3.2
24/06/2011,0,0,0,0,36,0
25/06/2011,24,0,0,1.3,0,0
26/06/2011,0,0,10.2,8.1,0,26.3
27/06/2011,6.4,8.4,4.3,0,1.7,24.2
28/06/2011,18.3,0,19.7,4.4,5.7,0
29/06/2011,28.7,1.2,14.4,20.8,6.2,0
30/06/2011,9.4,0,0,0.7,13.4,0
01/07/2011,0,15.2,0,8.8,,0
02/07/2011,5.4,12.1,26,6.6,,0
03/07/2011,8,0,3.4,12.6,,35.5
04/07/2011,0,0,5.7,10.2,,0
05/07/2011,3,0,12.3,5.3,,10.8
06/07/2011,1.8,0,0.6,5.2,,5.7
07/07/2011,4,0,3.2,5.3,,5.2
08/07/2011,0,0,0,1.8,,0
09/07/2011,35.1,0,9.9,11.9,,6.2
10/07/2011,26.3,0,2.1,0.9,,1.4
11/07/2011,15,0,6.7,1.3,,7.5
12/07/2011,18,0,18.7,10.6,,6
13/07/2011,10.6,10.1,2.9,14,,0
14/07/2011,8.4,0,2.8,2.9,,5.7
15/07/2011,33.2,20.4,1.9,5,,2.3
16/07/2011,28.1,0,3.9,1.5,,0
17/07/2011,19.4,0,1.6,3.7,,0
18/07/2011,0,0,0,0.2,,15.5
19/07/2011,8.3,6.5,0,0.6,,9.5
20/07/2011,22.1,0,12.6,9.3,,1.8
21/07/2011,10.4,0,0,1,,9.3
22/07/2011,45.7,10.5,0.1,20,,1.4
23/07/2011,49,0,2.3,3,,5.7
24/07/2011,25.1,0,4.4,0,,8.3
25/07/2011,10.5,0,0.2,0.3,,0
26/07/2011,3.8,0,14.6,13.2,,6.3
27/07/2011,44,12.3,0,13.8,,3.5
28/07/2011,22.6,0,7.1,5.8,,35.3
29/07/2011,13,0,0,19.1,,14.1
30/07/2011,28.7,0.5,21.7,32.5,,6.5
31/07/2011,35.1,0,0,4.5,,10.2
01/08/2011,10.1,0,9.1,7.3,2.4,12.4
02/08/2011,22.3,0,0.4,10.4,10.2,10.2
03/08/2011,6.8,0,0.3,19.2,11.2,9.3
04/08/2011,0,20.6,26.8,4.6,6.7,9.3
05/08/2011,9.4,6.8,22.1,9,4,8.9
06/08/2011,10.6,0,0.3,13.3,6,22.2
07/08/2011,8,0,3.9,16.7,16,42.3
08/08/2011,9.1,0,40.1,0.1,12.6,0
09/08/2011,25.6,15.6,14.1,13,10,5.4
10/08/2011,18,10.2,2.3,0,6.9,0
11/08/2011,15.3,7.1,2.1,7.9,0.2,22.2
12/08/2011,0,13.1,0,17.9,12,14.7
13/08/2011,6.4,0,32.9,13.6,1.6,0
14/08/2011,9.2,8.2,1.5,13.6,8,6.1
15/08/2011,2.1,20.3,4.6,10.8,15.7,2.5
16/08/2011,0,0.5,1.2,2,12,3.2
17/08/2011,0,0,0.3,9.6,10.4,28.5
18/08/2011,16.4,0.5,24.4,25.2,2.8,9.2
19/08/2011,9,16.3,3.9,1.6,2.6,41.1
20/08/2011,0,8.5,0,2.2,10.2,4.2
21/08/2011,0,12,0,6.3,13,6.6
22/08/2011,0,4.2,3.3,0,0,35.3
23/08/2011,25.6,0,0,7.4,1,1.5
24/08/2011,14.1,20,3.8,1.7,3.5,3.2
25/08/2011,3.5,10.1,1.1,9.2,0,13.3
26/08/2011,0,7.3,2,9.7,35.6,9.2
27/08/2011,33.6,6.4,6.8,25.7,9.5,2.7
28/08/2011,26.1,12.3,13.4,0.3,0,0
29/08/2011,30.2,5,11.7,5.2,25,17.2
30/08/2011,24.6,1,11,0.7,6.7,0
31/08/2011,21.1,15.3,1.1,3.8,8.2,5.2
01/09/2011,11,,0,12,0,1.2
02/09/2011,6.2,,0.2,10.5,4.7,2.4
03/09/2011,25.4,,1.1,1.4,0,3.2
04/09/2011,30.3,,4.9,12.3,4.5,1
05/09/2011,16.5,,0,0,0,0
06/09/2011,22,,1.3,3,14,1.2
07/09/2011,0,,5,0.3,8.1,7.2
08/09/2011,18.9,,19.2,10.6,9.8,0
09/09/2011,18.6,,0.2,7,10,0
10/09/2011,6.3,,13.8,3,7.2,0
11/09/2011,9.4,,6.1,13.2,1.3,15.3
12/09/2011,0,,10.6,4,0,12.5
13/09/2011,25.4,,3,2.3,11.5,4.2
14/09/2011,34.6,,0.7,0,7.2,3
15/09/2011,8.9,,2.1,0,2.5,4.4
16/09/2011,12.5,,8.4,3,9.7,10.1
17/09/2011,0,,1.4,6.4,0,0
18/09/2011,0,,0,3.2,0,0
19/09/2011,0,,0.3,0,0,0
20/09/2011,6.8,,0.2,0,0,0
21/09/2011,0,,0.3,0,0,0
22/09/2011,0,,1.8,2.5,0,0
23/09/2011,4.5,,0.1,3.9,0,0
24/09/2011,0,,5.4,0,0,24.4
25/09/2011,0,,12.2,4.1,0,0
26/09/2011,0,,0,0.8,2.5,7.6
27/09/2011,0,,0,0,0.5,0
28/09/2011,0,,0,0,0,0
29/09/2011,0,,0,0,0,0
30/09/2011,0,,0,0,0,0
01/10/2011,0,0,,0,0,0
02/10/2011,0,0,,0,0,0
03/10/2011,0,0,,1.8,0,0
04/10/2011,0,0,,6,0,0
05/10/2011,0,0,,0,0,0
06/10/2011,0,0,,0,0,0
07/10/2011,0,0,,0,0,0
08/10/2011,0,0,,0,0,0
09/10/2011,0,0,,4.6,0,0
10/10/2011,0,2,,0,0,0
11/10/2011,0,0,,0,0,0
12/10/2011,0,0,,0,0,0
13/10/2011,0,1,,3.3,0,5.2
14/10/2011,0,0,,0,0,0
15/10/2011,16.1,0,,22.6,0,0
16/10/2011,22,0,,0,0,0
17/10/2011,6.8,3,,0,0,0
18/10/2011,0,0,,0,0,0
19/10/2011,0,0,,0,0,0
20/10/2011,18.6,4.2,,0,0,0
21/10/2011,0,0,,0,0,0
22/10/2011,24,0,,0,0,0
23/10/2011,6.2,0,,0,0,0
24/10/2011,0,10,,0,0,0
25/10/2011,4.8,0.5,,0,0,
26/10/2011,7.1,6.1,,0,0,0
27/10/2011,0,1,,0,0,0
28/10/2011,0,0,,0,0,0
29/10/2011,0,0.3,,0,0,0
30/10/2011,0,0,,0,0,0
31/10/2011,0,2.1,,14,0,0
01/11/2011,0,0,,0,0,3.2
02/11/2011,0,0,,0,0,2.6
03/11/2011,0,0,,14.6,0,14.5
04/11/2011,0,0,,1,20,3.3
05/11/2011,0,0,,0,0,1.5
06/11/2011,0,0,,0,0.7,0
07/11/2011,0,0,,0,6,0
08/11/2011,0,0,,7.4,0,0
09/11/2011,0,0,,0.4,0,0
10/11/2011,0,0,,17.4,7,0
11/11/2011,0,0,,0,0,0
12/11/2011,0,0,,0,0,0
13/11/2011,0,0,,5.8,0,0
14/11/2011,0,0,,0,0,0
15/11/2011,0,0,,0,0,0
16/11/2011,0,0,,0,0,0
17/11/2011,0,0,,0,0,0
18/11/2011,0,0,,0,0,0
19/11/2011,0,0,,0,0,0
20/11/2011,0,0,,0,0,0
21/11/2011,0,0,,0,0,0
22/11/2011,0,0,,0,0,0
23/11/2011,0,0,,0,0,0
24/11/2011,0,0,,0,0,0
25/11/2011,0,0,,0,0,0
26/11/2011,0,0,,0,0,0
27/11/2011,0,0,,0,0,0
28/11/2011,0,0,,0,0,0
29/11/2011,0,0,,0,0,0
30/11/2011,0,0,,0,0,0
01/12/2011,0,0,0,0,0,0
02/12/2011,0,0,0,0,0,0
03/12/2011,0,0,0,0,0,0
04/12/2011,0,0,0,0,0,0
05/12/2011,0,0,0,0,0,0
06/12/2011,0,0,0,0,0,0
07/12/2011,0,0,0,0,0,0
08/12/2011,0,0,0,0,0,0
09/12/2011,0,0,0,0,0,0
10/12/2011,0,0,0,0,0,0
11/12/2011,0,0,0,0,0,0
12/12/2011,0,0,0,0,0,0
13/12/2011,0,0,0,0,0,0
14/12/2011,0,0,0,0,0,0
15/12/2011,0,0,0,0,0,0
16/12/2011,0,0,0,0,0,0
17/12/2011,0,0,0,0,0,0
18/12/2011,0,0,0,0,0,0
19/12/2011,0,0,0,0,0,0
20/12/2011,0,0,0,0,0,0
21/12/2011,0,0,0,0,0,0
22/12/2011,0,0,0,0,0,0
23/12/2011,0,0,0,0,0,0
24/12/2011,0,0,0,0,0,0
25/12/2011,0,0,0,0,0,0
26/12/2011,0,0,0,0,0,0
27/12/2011,0,0,0,0,0,0
28/12/2011,0,0,0,0,0,0
29/12/2011,0,0,0,0,0,0
30/12/2011,0,0,0,0,0,0
31/12/2011,,0,0,0,0,0
01/01/2012,0,0,0,0,0,0
02/01/2012,0,0,0,0,0,0
03/01/2012,0,0,0,0,0,0
04/01/2012,0,0,0,0,0,0
05/01/2012,0,0,0,0,0,0
06/01/2012,0,0,0,0,0,0
07/01/2012,0,0,0,0,0,0
08/01/2012,0,0,0,0,0,0
09/01/2012,0,0,0,0,0,0
10/01/2012,0,0,0,0,0,0
11/01/2012,0,0,0,0,0,0
12/01/2012,0,0,1.5,0,0,0
13/01/2012,0,0,0,0,0,0
14/01/2012,0,0,0,0,0,0
15/01/2012,0,0,0,9.8,0,0
16/01/2012,0,0,0,0,0,0
17/01/2012,0,0,0,0,0,0
18/01/2012,0,0,0,0,0,0
19/01/2012,0,0,0,0,0,0
20/01/2012,0,0,0,0,0,0
21/01/2012,0,0,0,0,0,0
22/01/2012,0,0,0,0,0,0
23/01/2012,0,0,0,0,0,0
24/01/2012,0,0,0,0,0,0
25/01/2012,0,0,0,0,0,0
26/01/2012,0,0,0,0,0,0
27/01/2012,0,0,0,0,0,0
28/01/2012,0,0,0,0,0,0
29/01/2012,0,0,0,0,0,0
30/01/2012,0,0,0,0,0,0
31/01/2012,0,0,0,0,0,0
01/02/2012,0,0,0,0,0,0
02/02/2012,0,0,0,0,0,0
03/02/2012,0,0,0,0,0,0
04/02/2012,0,0,0,0,0,0
05/02/2012,0,0,0,0,0,0
06/02/2012,0,0,0,0,0,0
07/02/2012,0,0,0,0,0,0
08/02/2012,0,0,0,0,0,0
09/02/2012,0,0,0,0,0,0
10/02/2012,0,0,0,0,0,0
11/02/2012,0,0,0,0,0,0
12/02/2012,0,0,0,0,0,0
13/02/2012,0,0,0,0,0,0
14/02/2012,0,0,0,0,0,0
15/02/2012,0,0,0,0,0,0
16/02/2012,0,0,0,0,0,0
17/02/2012,0,0,0,0,0,0
18/02/2012,0,0,0,0,0,0
19/02/2012,0,0,0,0,0,0
20/02/2012,0,0,0,0,0,0
21/02/2012,0,0,0,0,0,0
22/02/2012,0,0,0,0,0,0
23/02/2012,0,0,0,0,0,0
24/02/2012,0,0,0,0,0,0
25/02/2012,0,0,0,0,0,0
26/02/2012,0,0,0,0,0,0
27/02/2012,0,0,0,0,0,0
28/02/2012,0,0,0,0,0,0
29/02/2012,0,0,0,0,0,0
01/03/2012,0,0,,0,0,0
02/03/2012,0,0,,0,0,0
03/03/2012,0,0,,0.6,0,0
04/03/2012,0,0,,0,0,0
05/03/2012,0,0,,0,0,0
06/03/2012,0,0,,0,0,0
07/03/2012,0,0,,0,0,0
08/03/2012,0,0,,0,0,0
09/03/2012,0,0,,0,0,0
10/03/2012,0,0,,0,0,0
11/03/2012,0,0,,0,0,0
12/03/2012,0,0,,0,0,0
13/03/2012,0,0,,0,0,0
14/03/2012,0,0,,0,0,0
15/03/2012,0,0,,0,0,0
16/03/2012,0,0,,0,0,0
17/03/2012,0,0,,0,0,0
18/03/2012,0,0,,0,0,0
19/03/2012,0,10.3,,0.2,0,0
20/03/2012,0,0,,0,0,0
21/03/2012,0,0,,0,0,0
22/03/2012,0,0,,3.1,0,0
23/03/2012,0,0,,0,0,0
24/03/2012,0,0,,0,0,0
25/03/2012,0,0,,0,0,0
26/03/2012,0,0,,2.3,0,0
27/03/2012,0,0,,0,0,0
28/03/2012,0,0,,2.7,0,0
29/03/2012,0,0.5,,0,0,0
30/03/2012,0,0,,0,0,0
31/03/2012,0,0,,0,0,0
01/04/2012,,0,0,0,0,0
02/04/2012,,0,0,0,0,0
03/04/2012,,0,0,0,0,0
04/04/2012,,0,0,0,0,0
05/04/2012,,0,0,0,0,0
06/04/2012,,0,0,0,0,0
07/04/2012,,0,0,0,0,0
08/04/2012,,0,0,0,0,0
09/04/2012,,0,0,0,0,0
10/04/2012,,0,0,0,0,0
11/04/2012,,0,0,0,0,0
12/04/2012,,0,0,0,0,0
13/04/2012,,0,0,0,0,0
14/04/2012,,0,0,0,0,0
15/04/2012,,0,0,0,0,0
16/04/2012,,0,0,0,0,0
17/04/2012,,0,0,0,0,0
18/04/2012,,0,0,0,0,0
19/04/2012,,0,0,0,0,0
20/04/2012,,0,0,0,0,0
21/04/2012,,0,0,0,0,0
22/04/2012,,0,0,0,0,0
23/04/2012,,0,0,0,0,0
24/04/2012,,0,0,0,0,0
25/04/2012,,0,0,0,0,0
26/04/2012,,0,0,0,0,0
27/04/2012,,0,0,0,0,0
28/04/2012,,0,0,0,0,0
29/04/2012,,0,0,0,0,0
30/04/2012,,0,0,0,0,0
01/05/2012,,0.6,,0,0,0
02/05/2012,,0,,0,0,0
03/05/2012,,0,,0,0,0
04/05/2012,,0,,0,0,0
05/05/2012,,0,,0,0,0
06/05/2012,,0,,0.1,0,0
07/05/2012,,0,,6.3,0,5.2
08/05/2012,,0,,15.6,38.5,9.4
09/05/2012,,0,,1.8,0,10.3
10/05/2012,,0,,0,0,0
11/05/2012,,1,,2.8,0,0
12/05/2012,,0,,1.9,0,0
13/05/2012,,0,,0,0,0
14/05/2012,,0,,0,0,0
15/05/2012,,0,,0,0,0
16/05/2012,,6.1,,0,0,0
17/05/2012,,0,,2.7,0,0
18/05/2012,,0,,0,0,3.8
19/05/2012,,0,,0,0,0
20/05/2012,,0,,0,0,0
21/05/2012,,0,,0,0,0
22/05/2012,,0,,0,0,0
23/05/2012,,0,,0,0,0
24/05/2012,,0,,0,0,0
25/05/2012,,0,,0,0,0
26/05/2012,,0,,0,0,0
27/05/2012,,0,,0,0,0
28/05/2012,,0,,0,0,0
29/05/2012,,0,,0,0,0
30/05/2012,,0,,0,0,0
31/05/2012,,0,,0,0,0
01/06/2012,,0,0,0,17,0
02/06/2012,,0,0,0,0,0
03/06/2012,,0,0,0,0,0
04/06/2012,,0,1.4,0,0,0
05/06/2012,,0,0,5.4,0,0
06/06/2012,,0,0,0,0,0
07/06/2012,,0,47.2,0.7,0,1.3
08/06/2012,,20.5,5,6.7,0,2.2
09/06/2012,,0,0,1,0,2.3
10/06/2012,,0,1.7,6.5,0,0
11/06/2012,,0,0,1.3,0,30.6
12/06/2012,,0,0,0,0,0
13/06/2012,,0,2.9,0,0,0
14/06/2012,,7.2,4.7,0,0,0
15/06/2012,,10.5,0,0,0,0
16/06/2012,,15.6,0,0,0,0
17/06/2012,,20.1,3.8,0,10,0
18/06/2012,,15.5,5.7,2,20,0
19/06/2012,,30.2,5.2,9.5,0,0
20/06/2012,,0,0,7.5,10,0
21/06/2012,,0,10.3,3.6,10.1,0
22/06/2012,,0,0,11.6,12,36.6
23/06/2012,,20.5,15.3,0.3,2.2,0
24/06/2012,,10.2,1.6,15.3,9,0
25/06/2012,,0,3.1,18.2,14.5,10.3
26/06/2012,,0,16.2,3.7,0,19.5
27/06/2012,,20,1.4,2.5,4,46.6
28/06/2012,,0.5,1.1,0,3.7,7.4
29/06/2012,,6.5,27.1,9.2,54,3.3
30/06/2012,,10,0,12.3,2.2,9.7
01/07/2012,,8.3,8.9,5,4.5,13.8
02/07/2012,,10,3.5,10.7,0,9.2
03/07/2012,,6.4,2.3,7.7,13,10.3
04/07/2012,,0,21.8,9.5,10,7.2
05/07/2012,,0,3,2.8,3.7,1.5
06/07/2012,,0.5,21.8,37.2,20.8,0
07/07/2012,,8,11.3,9.2,25,17.4
08/07/2012,,12.1,0.1,4.7,30.8,15
09/07/2012,,20,7.1,16.1,7.2,3.5
10/07/2012,,60,0.2,2.8,3.8,3.3
11/07/2012,,20.2,5.8,2.9,6.5,11.4
12/07/2012,,10,14.4,14.3,9.6,3.1
13/07/2012,,15,7.3,0,7.2,11.1
14/07/2012,,6,0,10.2,0,7.3
15/07/2012,,5,10.9,25.5,2,10.5
16/07/2012,,7,99.1,8.1,17,23.1
17/07/2012,,6.1,29.7,13.1,13.8,15.8
18/07/2012,,5.3,23.5,27,24.5,3.8
19/07/2012,,10.2,30.4,18.5,16.8,44.1
20/07/2012,,15.6,0.2,8.8,9.8,17.3
21/07/2012,,30,3.4,33,0.2,132.3
22/07/2012,,25.6,0.9,0.6,1.6,3
23/07/2012,,10.1,6.2,15.7,14.4,9.3
24/07/2012,,40.2,3.9,10.7,23.4,7.5
25/07/2012,,25.3,8.9,4.5,9.5,4.2
26/07/2012,,12,10.2,0,3.3,3.7
27/07/2012,,15.5,32.3,52.8,22,0
28/07/2012,,30.1,7.6,6.1,13.6,17.6
29/07/2012,,16,8.5,0,6,13.4
30/07/2012,,32,6.3,24,3.4,18.9
31/07/2012,,0.5,0.2,0,0,16.3
01/08/2012,,16.2,27.2,38.2,13,0
02/08/2012,,8.2,12.2,13.5,27.2,10.2
03/08/2012,,40,32.4,17.1,0,9.4
04/08/2012,,35.1,12.8,9.8,23,26.1
05/08/2012,,0,8.3,8.8,11.3,30.6
06/08/2012,,10.3,16,11.8,5.3,33.3
07/08/2012,,0,29.3,25.4,17.6,6.4
08/08/2012,,0,0.1,15.4,3.5,9.6
09/08/2012,,50.6,5.2,40.4,13,10.2
10/08/2012,,25.3,8.3,14.5,7.2,12.3
11/08/2012,,20,11.1,10.8,23,23.4
12/08/2012,,15.4,10.4,2.1,17.2,14.9
13/08/2012,,20.2,0.4,12.3,22,26.2
14/08/2012,,27,5.1,15,11,10
15/08/2012,,0,11.9,11.2,7.2,4.2
16/08/2012,,0,2.3,4.2,4.5,2.2
17/08/2012,,35,27.6,0.8,0,46.5
18/08/2012,,17.3,0.2,12,5.9,25.2
19/08/2012,,8.5,0,1.8,0,0
20/08/2012,,45.1,6,0,0.4,17.8
21/08/2012,,9,0.3,0.2,5.8,0
22/08/2012,,18.5,30,2.5,6.8,2.3
23/08/2012,,10,19.5,25,0.4,1.5
24/08/2012,,0,2.9,2,18.4,44.3
25/08/2012,,0,11.8,0,16.5,0
26/08/2012,,30,3.9,4.3,11,43.7
27/08/2012,,15.6,4.1,23.2,6,48.4
28/08/2012,,0.5,5.5,6.8,18.4,2.1
29/08/2012,,27,3.2,21.5,22.4,28.4
30/08/2012,,8.1,33.1,0,0,0
31/08/2012,,20,2.2,3.8,0,2.3
01/09/2012,,20.1,,1,7.4,5.2
02/09/2012,,0,,2.7,7.1,7.4
03/09/2012,,0,,4,6.2,35.4
04/09/2012,,0,,0,2.9,12.8
05/09/2012,,0,,3.6,0,0
06/09/2012,,0,,1.8,2.1,25.5
07/09/2012,,0,,10.8,7.5,0
08/09/2012,,0,,13,2.1,6.5
09/09/2012,,0,,0,0,0
10/09/2012,,0,,0,0,2.3
11/09/2012,,0,,8.9,0,0
12/09/2012,,0,,1.1,0,6.3
13/09/2012,,0,,0.1,0,0
14/09/2012,,0,,0,1.8,12.2
15/09/2012,,6,,12.6,1.6,1.5
16/09/2012,,0,,2.2,1.5,3.2
17/09/2012,,0,,9.3,1.6,1.4
18/09/2012,,0,,5.7,1,0.8
19/09/2012,,0,,8.7,0,0
20/09/2012,,0,,5,0,0
21/09/2012,,0,,0,0,0
22/09/2012,,0.2,,0,0,0
23/09/2012,,0,,5.1,0,0
24/09/2012,,0,,15.3,0,0
25/09/2012,,0,,16,0,0
26/09/2012,,0,,0,0,0
27/09/2012,,0,,0,0,0
28/09/2012,,0,,0,0,0
29/09/2012,,4.3,,0,0,0
30/09/2012,,0,,8.3,0,0
01/10/2012,,10,0.2,0.4,0,2.7
02/10/2012,,30,0.3,0,0,0
03/10/2012,,0,0,0,0,0
04/10/2012,,0,0,0,0,0
05/10/2012,,0,0,0,0,0
06/10/2012,,0,0,0,0,0
07/10/2012,,0,0,0,0,0
08/10/2012,,0,0,0,0,0
09/10/2012,,0,0,0,0,0
10/10/2012,,0,0,3.2,0,0
11/10/2012,,0,0,0,0,0
12/10/2012,,0,0,0,0,0
13/10/2012,,0,0,0,0,0
14/10/2012,,0,0,0,0,0
15/10/2012,,0,0,0,0,0
16/10/2012,,0,0,0,0,0
17/10/2012,,0,0,0,0,0
18/10/2012,,0,0,0,0,0
19/10/2012,,0,0,0,0,0
20/10/2012,,0,0,0,0,0
21/10/2012,,0,0,0,0,0
22/10/2012,,0,0,0,0,0
23/10/2012,,0,0,0,0,0
24/10/2012,,0,0,0,0,0
25/10/2012,,0,0,0,0,0
26/10/2012,,0,0,0,0,0
27/10/2012,,0,0,0,0,0
28/10/2012,,0,19.7,0,0,0
29/10/2012,,0,0,19.8,0,40.3
30/10/2012,,0,10.4,12,0,5.2
31/10/2012,,0,1.4,8.5,0,25.4
01/11/2012,,0,0,0,0,0
02/11/2012,,0,9.8,0,0,1.2
03/11/2012,,0,0,7.2,2.2,3.5
04/11/2012,,0,0,0,0,2.2
05/11/2012,,0,13.4,1.7,2.5,1.2
06/11/2012,,0,0,0,0,1.3
07/11/2012,,0,0,4.5,18.2,0
08/11/2012,,0,0.7,22.7,4,0
09/11/2012,,0,0,5.2,0,0
10/11/2012,,0,0,0,0,0
11/11/2012,,0,0,0,0,0
12/11/2012,,0,0,0,0,0
13/11/2012,,0,2.8,0,0,0
14/11/2012,,0,0,2,2.5,0
15/11/2012,,0,0,0,0,0
16/11/2012,,0,0,0,0,0
17/11/2012,,0,0,0,0,0
18/11/2012,,0,0,0,0,0
19/11/2012,,0,0,0,0,0
20/11/2012,,0,0,0,0,0
21/11/2012,,0,0,0,0,0
22/11/2012,,0,0,0,0,0
23/11/2012,,0,0,0,0,0
24/11/2012,,0,0,0,0,0
25/11/2012,,0,0,0,0,0
26/11/2012,,0,0,0,0,0
27/11/2012,,0,0,0,0,0
28/11/2012,,0,0.2,0,0,0
29/11/2012,,0,0,7.8,0,0
30/11/2012,,0,0,0,0,0
01/12/2012,,0,0,0,0,0
02/12/2012,,0,0,0,0,0
03/12/2012,,0,0,0,0,0
04/12/2012,,0,0,0,0,0
05/12/2012,,0,0,0,0,0
06/12/2012,,0,0,0,0,0
07/12/2012,,0,0,0,0,0
08/12/2012,,0,0,0,0,0
09/12/2012,,0,0,0,0,0
10/12/2012,,0,0,0,0,0
11/12/2012,,10.5,0,0,0,0
12/12/2012,,0,0,0,0,0
13/12/2012,,0,0,0,0,0
14/12/2012,,0,0,0,0,0
15/12/2012,,20,0,0,0,0
16/12/2012,,0,0,0,0,0
17/12/2012,,0,0,0,0,0
18/12/2012,,0,4.8,0,0,11.3
19/12/2012,,0.5,0,11.1,0,0
20/12/2012,,0,0,0,0,0
21/12/2012,,0,0,0,0,0
22/12/2012,,0,0,0,0,0
23/12/2012,,0,0,0,0,0
24/12/2012,,0,0,0,0,0
25/12/2012,,0,0,0,0,0
26/12/2012,,0,0,0,0,0
27/12/2012,,0,0,0,0,0
28/12/2012,,0,0,0,0,0
29/12/2012,,0,0,0,0,0
30/12/2012,,0,0,0,0,0
31/12/2012,,0,0,0,0,0
01/01/2013,,0,0,0,0,0
02/01/2013,,0,0,0,0,0
03/01/2013,,0,0,0,0,0
04/01/2013,,0,0,0,0,0
05/01/2013,,0,0,0,0,0
06/01/2013,,0,0,0,0,0
07/01/2013,,0,0,0,0,0
08/01/2013,,0,0,0,0,0
09/01/2013,,0,0,0,0,0
10/01/2013,,0,0,0,0,0
11/01/2013,,0,0,0,0,0
12/01/2013,,0,0,0,0,0
13/01/2013,,0,0,0,0,0
14/01/2013,,0,0,0,0,0
15/01/2013,,0,0,0,0,0
16/01/2013,,0,0,0,0,0
17/01/2013,,0,0,0,0,0
18/01/2013,,0,0,0,0,0
19/01/2013,,0,1.1,0,0,0
20/01/2013,,0,0,0,0,0
21/01/2013,,0,0,0,0,0
22/01/2013,,0,0,0,0,0
23/01/2013,,0,0,0,0,0
24/01/2013,,0,0,0,0,0
25/01/2013,,0,0,0,0,0
26/01/2013,,0,0,0,0,0
27/01/2013,,0,0,0,0,0
28/01/2013,,0,0,0,0,0
